game_url,end_time,end_date,white_username,white_rating,white_result,black_username,black_rating,black_result,time_class,time_control,rules,rated,white_accuracy,black_accuracy,my_username,my_color,my_rating,opponent_username,opponent_rating,my_result,opponent_result,rating_diff,eco,eco_code,opening_name
https://www.chess.com/game/live/118307038,1302647747,2011-04-12 22:35,ChessGod,1774,timeout,SavageChezz,2209,win,bullet,60,chess,False,,,ChessGod,white,1774,SavageChezz,2209,timeout,win,-435,https://www.chess.com/openings/Scandinavian-Defense,B01,
https://www.chess.com/game/live/118307811,1302647915,2011-04-12 22:38,pantisimo,1754,timeout,ChessGod,1782,win,bullet,60,chess,True,,,ChessGod,black,1782,pantisimo,1754,win,timeout,28,https://www.chess.com/openings/Queens-Pawn-Opening-1...d6,A41,
https://www.chess.com/game/live/118308458,1302648087,2011-04-12 22:41,ChessGod,1789,win,pantisimo,1747,timeout,bullet,60,chess,True,,,ChessGod,white,1789,pantisimo,1747,win,timeout,42,https://www.chess.com/openings/Van-t-Kruijs-Opening-1...d5,A00,
https://www.chess.com/game/live/118664434,1302735300,2011-04-13 22:55,ChessGod,1725,timeout,pal,1723,win,blitz,180,chess,True,,,ChessGod,white,1725,pal,1723,timeout,win,2,https://www.chess.com/openings/Queens-Gambit-Declined-Chigorin-Defense-3.Nf3-e6-4.Nc3-Nf6-5.Bg5,D07,
https://www.chess.com/game/live/118666066,1302735468,2011-04-13 22:57,pal,1715,resigned,ChessGod,1734,win,blitz,180,chess,True,,,ChessGod,black,1734,pal,1715,win,resigned,19,https://www.chess.com/openings/Dutch-Defense-Raphael-Variation-2...Nf6-3.Bg5-e6,A80,
https://www.chess.com/game/live/118666722,1302735675,2011-04-13 23:01,ChessGod,1742,win,pal,1707,checkmated,blitz,180,chess,True,,,ChessGod,white,1742,pal,1707,win,checkmated,35,https://www.chess.com/openings/Reti-Opening-1...Nf6-2.d3-d5-3.g3,A05,
https://www.chess.com/game/live/118667927,1302735888,2011-04-13 23:04,malcolm_reed,1566,resigned,ChessGod,1793,win,bullet,60,chess,True,,,ChessGod,black,1793,malcolm_reed,1566,win,resigned,227,https://www.chess.com/openings/Sicilian-Defense-2.Nf3-d6-3.Nc3-Nc6,B50,
https://www.chess.com/game/live/118668397,1302736044,2011-04-13 23:07,ChessGod,1780,timeout,malcolm_reed,1612,win,bullet,60,chess,True,,,ChessGod,white,1780,malcolm_reed,1612,timeout,win,168,https://www.chess.com/openings/Van-t-Kruijs-Opening,A00,
https://www.chess.com/game/live/118668963,1302736192,2011-04-13 23:09,malcolm_reed,1652,win,ChessGod,1768,timeout,bullet,60,chess,True,,,ChessGod,black,1768,malcolm_reed,1652,timeout,win,116,https://www.chess.com/openings/Sicilian-Defense-2.Nf3-d6-3.Nc3,B50,
https://www.chess.com/game/live/118669649,1302736311,2011-04-13 23:11,ChessGod,1772,win,pyrovo,1563,checkmated,bullet,60,chess,True,,,ChessGod,white,1772,pyrovo,1563,win,checkmated,209,https://www.chess.com/openings/English-Opening-Kings-English-Variation-2.e3,A20,
https://www.chess.com/game/live/119359006,1302906230,2011-04-15 22:23,ChessGod,1753,win,niconotebook,1806,timeout,blitz,180+2,chess,True,,,ChessGod,white,1753,niconotebook,1806,win,timeout,-53,https://www.chess.com/openings/English-Opening-Kings-English-Variation...3.Bg2-d5-4.cxd5-cxd5,A20,
https://www.chess.com/game/live/119360925,1302906385,2011-04-15 22:26,morcap_nim,1651,timeout,ChessGod,1777,win,bullet,60,chess,True,,,ChessGod,black,1777,morcap_nim,1651,win,timeout,126,https://www.chess.com/openings/French-Defense-Exchange-Variation...4.Bd3-c5-5.dxc5-Bxc5-6.Nf3,C01,
https://www.chess.com/game/live/119361507,1302906524,2011-04-15 22:28,ChessGod,1782,win,morcap_nim,1646,timeout,bullet,60,chess,True,,,ChessGod,white,1782,morcap_nim,1646,win,timeout,136,https://www.chess.com/openings/English-Opening-Kings-English-Variation-2.e3,A20,
https://www.chess.com/game/live/119362100,1302906641,2011-04-15 22:30,morcap_nim,1641,timeout,ChessGod,1787,win,bullet,60,chess,True,,,ChessGod,black,1787,morcap_nim,1641,win,timeout,146,https://www.chess.com/openings/Caro-Kann-Defense-2.Nf3-d5-3.exd5,B10,
https://www.chess.com/game/live/119675499,1302985496,2011-04-16 20:24,ChessGod,1779,timeout,srsdx,1814,win,bullet,60,chess,True,,,ChessGod,white,1779,srsdx,1814,timeout,win,-35,https://www.chess.com/openings/Sicilian-Defense-French-Variation-3.d3,B40,
https://www.chess.com/game/live/119676126,1302985664,2011-04-16 20:27,srsdx,1805,timeout,ChessGod,1788,win,bullet,60,chess,True,,,ChessGod,black,1788,srsdx,1805,win,timeout,-17,https://www.chess.com/openings/Slav-Defense-3.Nc3-dxc4,D10,
